UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
766,1,45300.12269,login,,,
336,1,45300.16155,logout,,,
636,1,45300.16627,purchase,prod_7750,,
920,1,45300.18692,click,,,
321,1,45300.19128,page_view,,,
80,1,45300.20551,page_view,,,
360,1,45300.21297,purchase,prod_5489,,
156,1,45300.21776,login,,,
170,1,45300.24258,click,,,
96,1,45300.26863,login,,,
997,1,45300.32028,page_view,,,
255,1,45300.36145,page_view,,,
753,1,45300.37023,login,,,
137,1,45300.37345,add_to_cart,prod_2116,,
120,1,45300.38324,product_view,prod_8324,,
41,1,45300.42057,page_view,,,
881,1,45300.48404,add_to_cart,prod_3479,202.7593623,purchase
712,1,45300.48546,add_to_cart,prod_6007,,
78,1,45300.51741,purchase,prod_3649,,
388,1,45300.51955,add_to_cart,prod_4358,,
810,1,45300.56922,add_to_cart,prod_7131,,
825,1,45300.5964,click,,91.77842917,purchase
635,1,45300.61563,add_to_cart,prod_2599,,
695,1,45300.67525,product_view,prod_8739,,
349,1,45300.80968,logout,,360.4543487,purchase
303,1,45300.81633,page_view,,271.2523685,purchase
439,1,45300.85334,page_view,,,
535,1,45300.86846,logout,,,
123,1,45300.87114,purchase,prod_5840,,
71,1,45300.87689,login,,,
217,1,45300.88742,login,,,
453,1,45300.94699,product_view,prod_5487,,
892,1,45300.96463,logout,,364.7121515,purchase
934,1,45301.01102,add_to_cart,prod_6749,,
650,1,45301.06015,logout,,,
434,1,45301.06875,product_view,prod_1379,,
304,1,45301.13222,product_view,prod_4731,,
893,1,45301.16168,purchase,prod_5010,,
873,1,45301.20948,add_to_cart,prod_3205,,
367,1,45301.24746,login,,6.561268234,purchase
578,1,45301.30529,product_view,prod_9840,463.3645959,purchase
737,1,45301.31113,purchase,prod_5705,,
742,1,45301.31752,page_view,,,
72,1,45301.39067,product_view,prod_6750,,
348,1,45301.40423,login,,,
634,1,45301.43839,login,,,
78,1,45301.51354,login,,,
502,1,45301.51853,login,,,
351,1,45301.54182,click,,,
419,1,45301.58298,logout,,,
394,1,45301.60186,add_to_cart,prod_8391,,
576,1,45301.62538,add_to_cart,prod_5896,,
443,1,45301.71546,logout,,,
997,1,45301.74582,purchase,prod_7336,,
824,1,45301.80754,click,,,
302,1,45301.81365,purchase,prod_8814,,
675,1,45301.86183,logout,,,
988,1,45301.86861,product_view,prod_4873,,
766,1,45301.91007,add_to_cart,prod_6580,,
387,1,45301.9382,logout,,,
825,1,45302.01292,product_view,prod_2591,,
892,1,45302.01721,login,,,
259,1,45302.02155,login,,152.0512939,purchase
263,1,45302.08055,page_view,,,
170,1,45302.08635,add_to_cart,prod_3141,,
990,1,45302.0942,logout,,,
324,1,45302.15619,logout,,,
557,1,45302.17833,logout,,,
712,1,45302.1886,logout,,,
483,1,45302.21544,logout,,,
541,1,45302.23817,purchase,prod_9617,,
83,1,45302.24572,click,,316.7023906,purchase
192,1,45302.25928,add_to_cart,prod_8411,,
739,1,45302.32587,purchase,prod_5004,17.97706064,purchase
783,1,45302.33747,add_to_cart,prod_9817,,
529,1,45302.40555,purchase,prod_9045,,
724,1,45302.41354,product_view,prod_3307,,
731,1,45302.43171,add_to_cart,prod_8523,,
390,1,45302.44556,login,,,
770,1,45302.50033,logout,,,
180,1,45302.51417,purchase,prod_2226,,
428,1,45302.56819,login,,,
319,1,45302.57807,logout,,,
586,1,45302.59244,purchase,prod_1249,,
80,1,45302.6286,add_to_cart,prod_2233,,
647,1,45302.64014,login,,,
903,1,45302.65601,logout,,,
425,1,45302.67204,product_view,prod_1570,,
977,1,45302.69938,page_view,,170.053704,purchase
586,1,45302.75282,add_to_cart,prod_1412,,
500,1,45302.76426,login,,,
509,1,45302.77146,login,,,
908,1,45302.77696,click,,,
543,1,45302.83315,logout,,275.0163865,purchase
710,1,45302.91834,page_view,,210.8140375,purchase
439,1,45302.93133,logout,,,
164,1,45302.95213,page_view,,415.8095543,purchase
523,1,45302.95648,logout,,,
692,1,45302.95782,login,,,
461,1,45302.97295,login,,74.35781597,purchase
889,1,45302.98794,add_to_cart,prod_1208,,
871,1,45303.05643,login,,95.27936666,purchase
669,1,45303.07392,purchase,prod_5352,,
173,1,45303.11274,click,,,
779,1,45303.12605,add_to_cart,prod_7470,158.4903493,purchase
621,1,45303.13995,product_view,prod_1116,,
909,1,45303.20256,click,,,
528,1,45303.20781,product_view,prod_8250,,
189,1,45303.21231,page_view,,,
308,1,45303.21784,purchase,prod_8325,,
160,1,45303.22547,logout,,402.4736447,purchase
883,1,45303.27635,click,,,
240,1,45303.27911,page_view,,,
286,1,45303.38021,page_view,,,
330,1,45303.38051,logout,,,
410,1,45303.39559,add_to_cart,prod_6216,,
320,1,45303.40447,purchase,prod_4224,,
983,1,45303.41879,click,,,
932,1,45303.43556,purchase,prod_7709,344.8572993,purchase
642,1,45303.44393,purchase,prod_5246,,
418,1,45303.48331,logout,,,
432,1,45303.55643,click,,,
436,1,45303.57126,add_to_cart,prod_2508,,
926,1,45303.59404,page_view,,,
932,1,45303.59557,logout,,372.7441586,purchase
267,1,45303.65748,product_view,prod_1063,,
894,1,45303.70401,product_view,prod_8664,,
793,1,45303.76076,page_view,,,
367,1,45303.76256,logout,,,
517,1,45303.77283,logout,,277.4624848,purchase
894,1,45303.77481,page_view,,,
181,1,45303.79615,purchase,prod_8321,,
452,1,45303.80695,product_view,prod_9879,,
927,1,45303.87335,click,,,
966,1,45303.93571,click,,,
903,1,45303.98085,login,,,
62,1,45304.0193,click,,,
382,1,45304.02843,logout,,,
942,1,45304.03553,page_view,,,
366,1,45304.1003,add_to_cart,prod_7455,,
248,1,45304.16421,click,,,
277,1,45304.1728,logout,,311.1334478,purchase
815,1,45304.23049,page_view,,,
251,1,45304.23509,logout,,,
446,1,45304.24498,logout,,,
131,1,45304.24808,page_view,,,
955,1,45304.24857,page_view,,,
680,1,45304.26457,click,,,
921,1,45304.30204,logout,,,
144,1,45304.30563,add_to_cart,prod_9306,,
446,1,45304.32444,click,,,
586,1,45304.35909,login,,,
881,1,45304.36616,purchase,prod_8559,,
214,1,45304.3855,click,,,
49,1,45304.39103,login,,,
460,1,45304.40732,click,,,
504,1,45304.40814,click,,,
842,1,45304.4093,logout,,,
949,1,45304.40974,click,,,
264,1,45304.43514,page_view,,,
163,1,45304.45679,login,,373.5504491,purchase
150,1,45304.49593,page_view,,,
616,1,45304.55134,product_view,prod_3311,,
931,1,45304.55538,add_to_cart,prod_3906,,
742,1,45304.56379,logout,,,
324,1,45304.60814,click,,,
818,1,45304.61987,purchase,prod_9517,,
478,1,45304.62397,login,,,
46,1,45304.6382,page_view,,,
350,1,45304.63829,click,,,
702,1,45304.64949,click,,,
480,1,45304.6854,page_view,,,
325,1,45304.70522,product_view,prod_3866,198.0599357,purchase
546,1,45304.76368,login,,,
478,1,45304.84546,click,,,
287,1,45304.87532,login,,,
548,1,45304.9006,add_to_cart,prod_1028,,
360,1,45304.91478,purchase,prod_6955,,
346,1,45304.99971,click,,,
993,1,45305.03001,logout,,,
68,1,45305.03804,click,,,
573,1,45305.09838,login,,,
400,1,45305.10713,page_view,,469.0336033,purchase
574,1,45305.12122,add_to_cart,prod_5642,,
967,1,45305.12624,click,,,
502,1,45305.12756,product_view,prod_3029,,
935,1,45305.18706,logout,,,
302,1,45305.22618,add_to_cart,prod_5062,342.6918484,purchase
194,1,45305.25842,add_to_cart,prod_8422,125.4013874,purchase
561,1,45305.29624,purchase,prod_9250,,
376,1,45305.30247,page_view,,,
852,1,45305.31523,page_view,,,
188,1,45305.3303,page_view,,,
313,1,45305.37328,purchase,prod_5497,,
269,1,45305.42236,click,,,
510,1,45305.46979,add_to_cart,prod_5343,,
428,1,45305.49624,click,,,
954,1,45305.50728,click,,,
604,1,45305.53456,add_to_cart,prod_7843,,
652,1,45305.54089,click,,127.5483329,purchase
173,1,45305.58515,logout,,,
318,1,45305.62826,click,,,
584,1,45305.65821,product_view,prod_1831,,
921,1,45305.66268,click,,,
263,1,45305.67833,add_to_cart,prod_8062,,
979,1,45305.72238,login,,,
503,1,45305.80681,logout,,,
271,1,45305.81854,page_view,,,
21,1,45305.84759,add_to_cart,prod_8371,,
899,1,45305.84861,purchase,prod_8705,226.9152109,purchase
33,1,45305.85738,logout,,,
494,1,45305.87674,purchase,prod_5259,,
793,1,45305.88216,click,,,
422,1,45305.8977,page_view,,,
429,1,45305.90274,purchase,prod_5836,,
596,1,45305.94941,product_view,prod_5823,,
817,1,45305.99739,product_view,prod_9001,91.29843223,purchase
613,1,45306.00512,page_view,,239.6976991,purchase
795,1,45306.01438,login,,,
668,1,45306.01697,page_view,,,
830,1,45306.07747,purchase,prod_9866,,
580,1,45306.09037,add_to_cart,prod_1679,,
60,1,45306.10271,login,,,
949,1,45306.18484,logout,,,
780,1,45306.24289,purchase,prod_9085,,
13,1,45306.28877,add_to_cart,prod_6889,,
840,1,45306.30302,login,,,
414,1,45306.30356,click,,,
129,1,45306.31681,page_view,,,
472,1,45306.34474,click,,,
130,1,45306.34837,add_to_cart,prod_1570,,
371,1,45306.44295,purchase,prod_7381,,
769,1,45306.49344,add_to_cart,prod_2885,462.7889401,purchase
460,1,45306.52677,logout,,,
869,1,45306.5559,click,,,
53,1,45306.55629,purchase,prod_6517,,
228,1,45306.5604,add_to_cart,prod_8324,,
925,1,45306.70408,page_view,,,
196,1,45306.71467,page_view,,,
557,1,45306.74236,click,,,
383,1,45306.84348,page_view,,449.9697505,purchase
596,1,45306.86364,click,,240.1267727,purchase
577,1,45306.8797,purchase,prod_5972,,
737,1,45306.94843,page_view,,,
972,1,45306.94956,add_to_cart,prod_8588,,
988,1,45307.04457,logout,,,
253,1,45307.04949,logout,,,
124,1,45307.07979,click,,,
448,1,45307.10067,product_view,prod_2024,,
48,1,45307.11035,click,,,
806,1,45307.11262,page_view,,309.952556,purchase
834,1,45307.11598,click,,,
465,1,45307.12,login,,,
405,1,45307.13362,logout,,,
236,1,45307.13783,page_view,,,
515,1,45307.15816,click,,,
455,1,45307.17638,product_view,prod_5235,8.04927862,purchase
368,1,45307.22259,product_view,prod_1192,,
840,1,45307.2298,product_view,prod_8651,,
307,1,45307.24564,click,,,
810,1,45307.24958,page_view,,,
188,1,45307.25327,purchase,prod_3686,,
698,1,45307.27722,login,,,
390,1,45307.29664,add_to_cart,prod_4797,,
443,1,45307.32956,logout,,,
516,1,45307.38231,click,,,
848,1,45307.42114,product_view,prod_2235,,
312,1,45307.42909,logout,,,
395,1,45307.45548,page_view,,,
393,1,45307.48837,purchase,prod_7524,331.6332403,purchase
676,1,45307.49902,purchase,prod_8338,,
172,1,45307.52956,product_view,prod_5742,,
417,1,45307.54142,login,,,
179,1,45307.54253,click,,366.0129837,purchase
856,1,45307.58513,page_view,,,
236,1,45307.64183,login,,,
214,1,45307.65507,purchase,prod_7590,,
920,1,45307.65972,click,,,
7,1,45307.67273,add_to_cart,prod_6171,,
873,1,45307.69679,logout,,,
328,1,45307.75537,logout,,,
820,1,45307.84455,page_view,,,
720,1,45307.9062,login,,,
535,1,45307.95267,login,,,
820,1,45307.99082,logout,,,
556,1,45307.99884,product_view,prod_3638,,
275,1,45308.06066,page_view,,8.491841391,purchase
37,1,45308.06877,page_view,,,
952,1,45308.08397,page_view,,,
964,1,45308.10258,purchase,prod_1794,,
340,1,45308.11062,click,,,
379,1,45308.11325,product_view,prod_3218,,
301,1,45308.11698,purchase,prod_3838,,
635,1,45308.12762,purchase,prod_3806,190.6471035,purchase
271,1,45308.14786,purchase,prod_1981,,
961,1,45308.16041,purchase,prod_7818,,
189,1,45308.16545,add_to_cart,prod_7924,,
38,1,45308.19116,login,,298.0914122,purchase
260,1,45308.19605,purchase,prod_1091,,
303,1,45308.26613,product_view,prod_3240,,
970,1,45308.32994,page_view,,,
757,1,45308.35417,logout,,94.63833277,purchase
340,1,45308.37215,product_view,prod_7255,,
961,1,45308.37284,add_to_cart,prod_5861,,
540,1,45308.4466,logout,,,
304,1,45308.51354,purchase,prod_2540,,
795,1,45308.51828,login,,,
472,1,45308.52559,page_view,,,
92,1,45308.59579,logout,,,
748,1,45308.60088,logout,,,
365,1,45308.64341,product_view,prod_1812,,
489,1,45308.73902,product_view,prod_2900,,
649,1,45308.76814,page_view,,,
706,1,45308.77856,login,,,
244,1,45308.78189,logout,,,
575,1,45308.7877,logout,,212.3797899,purchase
797,1,45308.79014,add_to_cart,prod_1309,,
336,1,45308.83637,logout,,,
403,1,45308.88472,add_to_cart,prod_9825,,
708,1,45308.88609,page_view,,,
168,1,45308.96793,product_view,prod_9301,,
510,1,45308.98346,login,,,
369,1,45308.9939,page_view,,,
336,1,45308.99881,login,,,
208,1,45309.02288,click,,,
81,1,45309.05295,add_to_cart,prod_7642,,
461,1,45309.05788,add_to_cart,prod_6127,,
470,1,45309.18957,click,,,
934,1,45309.30853,click,,96.30574374,purchase
796,1,45309.41985,add_to_cart,prod_5904,,
897,1,45309.42113,product_view,prod_4649,,
537,1,45309.43374,click,,,
4,1,45309.4582,click,,,
230,1,45309.46056,logout,,,
67,1,45309.48438,page_view,,,
933,1,45309.51804,purchase,prod_9435,,
317,1,45309.55283,purchase,prod_8167,,
326,1,45309.56599,page_view,,,
127,1,45309.58655,click,,,
236,1,45309.60154,page_view,,228.6792692,purchase
52,1,45309.61966,click,,,
500,1,45309.62609,add_to_cart,prod_6225,356.0612697,purchase
530,1,45309.66993,click,,,
721,1,45309.69258,page_view,,,
359,1,45309.72873,login,,,
572,1,45309.76616,purchase,prod_8435,,
660,1,45309.78129,logout,,,
241,1,45309.78361,add_to_cart,prod_8579,,
80,1,45309.80806,purchase,prod_9615,,
500,1,45309.87559,logout,,,
642,1,45309.88929,click,,,
739,1,45309.9087,logout,,,
982,1,45309.91376,click,,,
173,1,45309.91388,purchase,prod_1632,,
698,1,45309.99399,add_to_cart,prod_7801,,
13,1,45310.04074,add_to_cart,prod_2566,,
57,1,45310.04216,login,,,
821,1,45310.04737,login,,334.6805267,purchase
960,1,45310.08665,login,,239.6182462,purchase
634,1,45310.09803,click,,213.5096787,purchase
693,1,45310.1102,product_view,prod_5599,19.29621988,purchase
544,1,45310.1127,logout,,,
423,1,45310.11878,click,,,
421,1,45310.13455,add_to_cart,prod_3744,,
469,1,45310.17225,page_view,,,
147,1,45310.23004,page_view,,,
232,1,45310.2332,purchase,prod_7827,110.8792477,purchase
583,1,45310.24389,product_view,prod_5996,,
68,1,45310.27633,product_view,prod_7384,,
537,1,45310.29083,logout,,,
939,1,45310.3315,logout,,,
488,1,45310.37433,logout,,,
69,1,45310.43017,product_view,prod_3569,,
355,1,45310.55118,purchase,prod_6219,337.6364602,purchase
716,1,45310.55452,click,,,
176,1,45310.5729,page_view,,,
528,1,45310.63832,login,,,
45,1,45310.67658,login,,,
560,1,45310.68851,login,,165.1027792,purchase
889,1,45310.70782,click,,,
255,1,45310.71734,logout,,,
962,1,45310.75959,login,,,
320,1,45310.79818,add_to_cart,prod_4150,87.93115276,purchase
220,1,45310.81857,click,,,
278,1,45310.8482,login,,444.8585231,purchase
359,1,45310.88718,purchase,prod_1097,,
968,1,45310.90232,logout,,,
762,1,45310.90666,product_view,prod_1371,,
6,1,45310.91912,login,,,
181,1,45310.9455,logout,,,
73,1,45310.95574,page_view,,,
341,1,45310.98712,click,,,
811,1,45310.99073,logout,,,
932,1,45310.9998,product_view,prod_2481,157.4624481,purchase
208,1,45311.02999,purchase,prod_2929,,
669,1,45311.04143,logout,,,
770,1,45311.04696,add_to_cart,prod_4352,,
204,1,45311.0695,product_view,prod_7455,36.31196873,purchase
177,1,45311.12914,page_view,,,
828,1,45311.16819,product_view,prod_8364,,
508,1,45311.17574,login,,,
544,1,45311.18927,login,,438.1508874,purchase
679,1,45311.22894,page_view,,,
79,1,45311.23533,add_to_cart,prod_3440,,
484,1,45311.27248,click,,,
592,1,45311.2882,product_view,prod_1164,,
677,1,45311.31664,page_view,,9.415890713,purchase
299,1,45311.33709,logout,,,
433,1,45311.41581,product_view,prod_6954,,
155,1,45311.47261,add_to_cart,prod_9690,247.3527861,purchase
491,1,45311.50765,login,,,
550,1,45311.5188,click,,,
204,1,45311.5405,purchase,prod_8950,,
458,1,45311.55006,add_to_cart,prod_7623,,
834,1,45311.5669,product_view,prod_7313,,
622,1,45311.56999,page_view,,,
614,1,45311.57392,login,,,
615,1,45311.57654,purchase,prod_6425,,
635,1,45311.59726,add_to_cart,prod_8969,,
726,1,45311.61969,logout,,,
965,1,45311.62955,click,,326.5954282,purchase
562,1,45311.6321,logout,,,
183,1,45311.74986,add_to_cart,prod_2386,,
784,1,45311.81857,click,,,
